scheme,batch_size,decode_tokens_per_request,success,decode_time_s,decode_tok_s,full_decode_time_s,full_decode_tok_s,all_started_decode_time_s,all_started_decode_tok_s,tokens_after_all_started,observed_tokens,first_token_spread_s,legacy_decode_tok_s,completed_requests,source
qlora_csgmv,512,256,True,90.88832893781364,1442.1213541034545,90.88832893781364,1442.1213541034545,6.069920361042023,504.2899771216304,3061,131072,84.81840857677162,21593.693525412065,512,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_csgmv.bs512.json
qlora_csgmv,64,256,True,10.539131197147071,1554.5873462923705,10.539131197147071,1554.5873462923705,10.433808775153011,1564.2418173185902,16321,16384,0.10532242199406028,1570.2798808251812,64,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_csgmv.bs64.json
qlora_csgmv,8,256,True,5.785118211992085,354.0117807367636,5.785118211992085,354.0117807367636,5.784703711047769,352.8270594226025,2041,2048,0.0004145009443163872,354.03714732851046,8,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_csgmv.bs8.json
qlora_torch_twostream,1,256,True,3.6570584173314273,70.00161626808368,3.6570584173314273,70.00161626808368,3.6570584173314273,70.00161626808368,256,256,0.0,70.00161626808368,1,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs1.json
qlora_torch_twostream,128,256,True,19.199952841270715,1706.6708585640104,19.199952841270715,1706.6708585640104,5.105412272270769,1398.711723788733,7141,32768,14.094540568999946,6418.286761673324,128,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs128.json
qlora_torch_twostream,16,256,True,4.072009222116321,1005.8916315202277,4.072009222116321,1005.8916315202277,4.057110817171633,1005.8882253664988,4081,4096,0.014898404944688082,1009.5854376626266,16,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs16.json
qlora_torch_twostream,256,256,True,36.029911268968135,1818.9331500365056,36.029911268968135,1818.9331500365056,7.579385008197278,1855.1637085057307,14061,65536,28.450526260770857,8646.611819972375,256,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs256.json
qlora_torch_twostream,32,256,True,5.129191984888166,1597.1326524987958,5.129191984888166,1597.1326524987958,5.073239518795162,1608.636842350023,8161,8192,0.05595246609300375,1614.7473364209518,32,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs32.json
qlora_torch_twostream,4,256,True,3.6185904038138688,282.9831193164995,3.6185904038138688,282.9831193164995,3.618225594982505,282.1825154893187,1021,1024,0.0003648088313639164,283.01165118615313,4,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs4.json
qlora_torch_twostream,512,256,True,74.88207703176886,1750.3787981788014,74.88207703176886,1750.3787981788014,4.1006212499924,784.5152731445173,3217,131072,70.78145578177646,31963.937171774378,512,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs512.json
qlora_torch_twostream,64,256,True,7.918236066121608,2069.1477070378587,7.918236066121608,2069.1477070378587,7.632372733205557,2138.3913719246866,16321,16384,0.28586333291605115,2146.6456857799194,64,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs64.json
qlora_torch_twostream,8,256,True,3.7987650739960372,539.1225727590588,3.7987650739960372,539.1225727590588,3.789616503752768,538.5769240710362,2041,2048,0.009148570243269205,540.4240766768653,8,/data/huanchen/sglang/.rollout-profile/qlora-decoding-throughput/results/qlora_torch_twostream.bs8.json
